"","ID","CONDITION","SESSION","BLOCK","TOTAL_PHRASES","P_AGE","P_GENDER","P_HANDEDNESS","PHRASE_NUMBER","PT","TT","PT_LENGTH","TT_LENGTH","IS_LENGTH","WPM","CPS","ERROR_RATE","MINIMUM_STRING_DISTANCE","KEYSTROKES_PER_CHARACTER","CORRECTED_ERROR_RATE","TOTAL_ERROR_RATE","INPUT_TIME","VST","CCC","BACKSPACE_COUNT","CAC","CAR","T_CAT","CAT_R","LEVENSHTEIN_SUBSTITUTION","LEVENSHTEIN_INSERTION","LEVENSHTEIN_DELETION","﻿"
"351","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","2","i listen to the tape everyday","i listen to the tape everyday","29","29","29","85.82375478927203","7.1519795657726695","0","0","1","0","0","3.915","540","0","0","0","0","0","0","0","0","0","﻿"
"451","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","3","the location of the crime","the location of the crime","25","25","25","85.94449418084153","7.162041181736795","0","0","1","0","0","3.351","213","0","0","0","0","0","0","0","0","0","﻿"
"551","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","4","just like it says on the can good","just like it says on the can good","33","33","33","84.6747519294377","7.056229327453142","0","0","1","0","0","4.535","196","0","0","0","0","0","0","0","0","0","﻿"
"651","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","5","we park in driveways","we park in driveways","20","20","20","95","7.916666666666667","0","0","1","0","0","2.4","310","0","0","0","0","0","0","0","0","0","﻿"
"751","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","6","i cannot believe i ate the whole thing","i cannot believe i ate the whole thing","38","38","46","66.54676258992806","5.545563549160672","0","0","1.2105263157894737","9.523809523809524","9.523809523809524","6.672","221","0","4","4","8.695652173913043","1.325","19.859112709832132","0","0","0","﻿"
"851","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","7","join us on the patio","join us on the patio","20","20","20","94.02061855670104","7.835051546391753","0","0","1","0","0","2.425","290","0","0","0","0","0","0","0","0","0","﻿"
"951","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","8","the aspirations of a nation","the aspirations of a nation","27","27","29","64.67661691542288","5.389718076285241","0","0","1.0740740740740742","3.571428571428571","3.571428571428571","4.824","390","0","1","1","3.4482758620689653","0.827","17.143449419568825","0","0","0","﻿"
"1051","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","9","we accept personal checks","we accept personal checks","25","25","25","77.46100053792361","6.455083378160301","0","0","1","0","0","3.718","244","0","0","0","0","0","0","0","0","0","﻿"
"1151","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","10","join us on the patio","join us on the patio","20","20","20","63.05309734513274","5.254424778761062","0","0","1","0","0","3.616","283","0","0","0","0","0","0","0","0","0","﻿"
"1251","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","11","knee bone is connected to the thigh bone","knee bone is connected to the thigh bone","40","40","40","74.43931923015748","6.203276602513123","0","0","1","0","0","6.287","132","0","0","0","0","0","0","0","0","0","﻿"
"1351","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","12","my favorite subject is psychology","my favorite subject is psychology","33","33","37","47.28481714074621","3.9404014283955178","0","0","1.121212121212121","5.714285714285714","5.714285714285714","8.121","100","0","2","2","5.405405405405405","0.692","8.521118088905308","0","0","0","﻿"
"1451","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","13","the fax machine is broken","the fax machine is broken","25","25","25","83.5509138381201","6.962576153176675","0","0","1","0","0","3.447","271","0","0","0","0","0","0","0","0","0","﻿"
"1551","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","14","a very traditional way to dress","a very traditional way to dress","31","31","31","73.58953393295175","6.132461161079313","0","0","1","0","0","4.892","256","0","0","0","0","0","0","0","0","0","﻿"
"1651","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","15","do not squander your time","do not squander your time","25","25","27","54.38066465256797","4.531722054380665","0","0","1.08","3.8461538461538463","3.8461538461538463","5.296","122","0","1","1","3.7037037037037033","0.422","7.968277945619335","0","0","0","﻿"
"1751","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","16","be home before midnight","be home before midnight","23","23","37","42.10526315789474","3.5087719298245617","0","0","1.608695652173913","23.333333333333332","23.333333333333332","6.27","141","0","7","7","18.91891891891892","1.552","24.752791068580542","0","0","0","﻿"
"1851","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","17","love means many things","love means many things","22","22","29","42.6179604261796","3.5514967021816335","0","0","1.3181818181818181","0","0","5.913","300","1","0","1","3.4482758620689653","3.872","65.48283443260613","0","0","0","﻿"
"1951","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","18","one never takes too many precautions","one never takes too many precautions","36","36","36","83.31680222178139","6.943066851815115","0","0","1","0","0","5.041","355","0","0","0","0","0","0","0","0","0","﻿"
"2051","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","19","yes you are very smart","yes you are very smart","22","22","22","99.64412811387902","8.303677342823251","0","0","1","0","0","2.529","171","0","0","0","0","0","0","0","0","0","﻿"
"2151","mjfoley","1","1","1","20","22","FEMALE","LEFT_H","20","please keep this confidential","please keep this confidential","29","29","37","56.747171085965206","4.728930923830434","0","0","1.2758620689655173","12.121212121212121","12.121212121212121","5.921","347","0","4","4","10.81081081081081","1.24","20.94240837696335","0","0","0","﻿"
"261","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","1","the protesters blocked all traffic","the protesters blocked all traffic","34","34","45","43.752071594298975","3.646005966191581","0","0","1.3235294117647058","8.108108108108109","8.108108108108109","9.051","235","0","3","3","6.666666666666667","3.035","33.53220638603469","0","0","0","﻿"
"352","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","2","question that must be answered","question that must be answered","30","30","30","105.39067231980617","8.782556026650514","0","0","1","0","0","3.302","197","0","0","0","0","0","0","0","0","0","﻿"
"452","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","3","a feeling of complete exasperation","a feeling of complete exasperation","34","34","34","99.37264742785446","8.281053952321205","0","0","1","0","0","3.985","269","0","0","0","0","0","0","0","0","0","﻿"
"552","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","4","the treasurer must balance her books","the treasurer must balance her books","36","36","36","71.81942544459645","5.984952120383037","0","0","1","0","0","5.848","360","0","0","0","0","0","0","0","0","0","﻿"
"652","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","5","the force is with you","the force is with you","21","21","23","73.75537799631223","6.146281499692686","0","0","1.0952380952380953","4.545454545454546","4.545454545454546","3.254","278","0","1","1","4.3478260869565215","0.366","11.247695144437616","0","0","0","﻿"
"752","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","6","play it again sam","play it again sam","17","17","17","69.164265129683","5.763688760806917","0","0","1","0","0","2.776","364","0","0","0","0","0","0","0","0","0","﻿"
"852","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","7","please provide your date of birth","please provide your date of birth","33","33","33","81.65001063151179","6.804167552625983","0","0","1","0","0","4.703","270","0","0","0","0","0","0","0","0","0","﻿"
"952","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","8","the bathroom is good for reading","the bathroom is good for reading","32","32","34","88.21437040550154","7.351197533791796","0","0","1.0625","3.0303030303030303","3.0303030303030303","4.217","251","0","1","1","2.941176470588235","0.304","7.208916291202276","0","0","0","﻿"
"1052","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","9","user friendly interface","user friendly interface","23","23","27","73.15045719035744","6.095871432529787","0","0","1.173913043478261","8","8","3.609","365","0","2","2","7.4074074074074066","0.772","21.39096702687725","0","0","0","﻿"
"1152","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","10","life is but a dream","life is but a dream","19","19","19","77.30851825340014","6.442376521116678","0","0","1","0","0","2.794","282","0","0","0","0","0","0","0","0","0","﻿"
"1252","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","11","soon we will return from the city","soon we will return from the city","33","33","37","67.72486772486772","5.64373897707231","0","0","1.121212121212121","5.714285714285714","5.714285714285714","5.67","188","0","2","2","5.405405405405405","0.829","14.620811287477952","0","0","0","﻿"
"1352","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","12","faster than a speeding bullet","faster than a speeding bullet","29","29","33","53.64841130448667","4.470700942040556","0","0","1.1379310344827587","6.451612903225806","6.451612903225806","6.263","164","0","2","2","6.0606060606060606","0.599","9.564106658151045","0","0","0","﻿"
"1452","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","13","labour unions know how to organize","labour unions know how to organize","34","34","34","62.58890469416785","5.215742057847321","0","0","1","0","0","6.327","373","0","0","0","0","0","0","0","0","0","﻿"
"1552","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","14","knee bone is connected to the thigh bone","knee bone is connected to the thigh bone","40","40","40","90.82088104017078","7.568406753347565","0","0","1","0","0","5.153","154","0","0","0","0","0","0","0","0","0","﻿"
"1652","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","15","the bathroom is good for reading","the bathroom is good for reading","32","32","32","104.87736115026783","8.739780095855652","0","0","1","0","0","3.547","212","0","0","0","0","0","0","0","0","0","﻿"
"1752","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","16","user friendly interface","user friendly interface","23","23","23","87.76595744680851","7.3138297872340425","0","0","1","0","0","3.008","180","0","0","0","0","0","0","0","0","0","﻿"
"1852","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","17","the gun discharged by accident","the gun discharged by accident","30","30","30","80.4252368846776","6.7021030737231335","0","0","1","0","0","4.327","405","0","0","0","0","0","0","0","0","0","﻿"
"1952","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","18","the minimum amount of time","the minimum amount of time","26","26","28","62.84038542103059","5.236698785085882","0","0","1.0769230769230769","3.7037037037037033","3.7037037037037033","4.774","255","0","1","1","3.571428571428571","0.601","12.589023879346458","0","0","0","﻿"
"2052","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","19","that is a very odd question","that is a very odd question","27","27","29","91.30816505706761","7.609013754755634","0","0","1.0740740740740742","3.571428571428571","3.571428571428571","3.417","340","0","1","1","3.4482758620689653","0.538","15.744805384840504","0","0","0","﻿"
"2152","mjfoley","1","1","2","20","22","FEMALE","LEFT_H","20","there are winners and losers","there are winners and losers","28","28","28","110.27910142954389","9.189925119128658","0","0","1","0","0","2.938","360","0","0","0","0","0","0","0","0","0","﻿"
"262","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","1","see you later alligator","see you later alligator","23","23","23","91.0344827586207","7.586206896551724","0","0","1","0","0","2.9","139","0","0","0","0","0","0","0","0","0","﻿"
"353","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","2","the facts get in the way","the facts get in the way","24","24","24","119.32555123216599","9.943795936013833","0","0","1","0","0","2.313","348","0","0","0","0","0","0","0","0","0","﻿"
"453","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","3","questioning the wisdom of the courts","questioning the wisdom of the courts","36","36","38","79.33509633547413","6.611258027956177","0","0","1.0555555555555556","2.7027027027027026","2.7027027027027026","5.294","100","0","1","1","2.631578947368421","0.479","9.047978843974311","0","0","0","﻿"
"553","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","4","the dog buried the bone","the dog buried the bone","23","23","23","81.35593220338983","6.779661016949152","0","0","1","0","0","3.245","176","0","0","0","0","0","0","0","0","0","﻿"
"653","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","5","listen to five hours of opera","listen to five hours of opera","29","29","29","66.98564593301435","5.582137161084529","0","0","1","0","0","5.016","310","0","0","0","0","0","0","0","0","0","﻿"
"753","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","6","dolphins leap high out of the water","dolphins leap high out of the water","35","35","45","50.11669328092371","4.176391106743643","0","0","1.2857142857142858","12.5","12.5","8.141","391","0","5","5","11.11111111111111","1.735","21.311878147647707","0","0","0","﻿"
"853","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","7","coming up with killer sound bites","coming up with killer sound bites","33","33","33","77.3569701853344","6.4464141821112","0","0","1","0","0","4.964","310","0","0","0","0","0","0","0","0","0","﻿"
"953","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","8","the food at this restaurant","the food at this restaurant","27","27","27","74.16211076776801","6.180175897314001","0","0","1","0","0","4.207","198","0","0","0","0","0","0","0","0","0","﻿"
"1053","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","9","i agree with you","i agree with you","16","16","16","85.9598853868195","7.163323782234958","0","0","1","0","0","2.094","310","0","0","0","0","0","0","0","0","0","﻿"
"1153","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","10","goldilocks and the three bears","goldilocks and the three bears","30","30","32","75","6.25","0","0","1.0666666666666667","3.225806451612903","3.225806451612903","4.64","124","0","1","1","3.125","0.308","6.637931034482758","0","0","0","﻿"
"1253","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","11","machinery is too complicated","machinery is too complicated","28","28","38","76.94134409878887","6.4117786748990735","0","0","1.3571428571428572","15.151515151515152","15.151515151515152","4.211","137","0","5","5","13.157894736842104","1.078","25.59962004274519","0","0","0","﻿"
"1353","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","12","good jobs for those with education","good jobs for those with education","34","34","34","91.05541503793975","7.587951253161646","0","0","1","0","0","4.349","319","0","0","0","0","0","0","0","0","0","﻿"
"1453","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","13","that is a very nasty cut","that is a very nasty cut","24","24","24","89.14728682170542","7.428940568475452","0","0","1","0","0","3.096","301","0","0","0","0","0","0","0","0","0","﻿"
"1553","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","14","listen to five hours of opera","listen to five hours of opera","29","29","29","88.07339449541286","7.339449541284404","0","0","1","0","0","3.815","133","0","0","0","0","0","0","0","0","0","﻿"
"1653","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","15","he cooled off after she left","he cooled off after she left","28","28","32","70.61900610287707","5.884917175239756","0","0","1.1428571428571428","6.666666666666667","6.666666666666667","4.588","177","0","2","2","6.25","0.464","10.113339145597209","0","0","0","﻿"
"1753","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","16","what to do when the oil runs dry","what to do when the oil runs dry","32","32","46","53.89742103738047","4.491451753115039","0","0","1.4375","17.94871794871795","17.94871794871795","6.902","234","0","7","7","15.217391304347828","1.915","27.7455809910171","0","0","0","﻿"
"1853","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","17","we must redouble our efforts","we must redouble our efforts","28","28","28","99.2951271835734","8.27459393196445","0","0","1","0","0","3.263","381","0","0","0","0","0","0","0","0","0","﻿"
"1953","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","18","so you think you deserve a raise","so you think you deserve a raise","32","32","32","94.87375669472074","7.906146391226728","0","0","1","0","0","3.921","179","0","0","0","0","0","0","0","0","0","﻿"
"2053","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","19","the assault took six months","the assault took six months","27","27","27","85.78498762716525","7.1487489689304375","0","0","1","0","0","3.637","241","0","0","0","0","0","0","0","0","0","﻿"
"2153","mjfoley","1","1","3","20","22","FEMALE","LEFT_H","AVERAGE","AVERAGE","AVERAGE","28.65","28.65","30.85","82.00050744752481","6.833375620627066","0","0","1.0701289682539683","3.0486593349496576","3.0486593349496576","4.257250000000001","232.65","0","1.1","1.1","2.709783940118608","0.32135","5.515232325859057","NaN%","NaN%","NaN%","﻿"
"263","jr2wu","1","1","1","20","24","MALE","RIGHT_H","1","safe to walk the streets in the evening","safe to walk the streets in the evening","39","39","39","83.65437534397358","6.971197945331133","0","0","1","0","0","5.451","567","0","0","0","0","0","0","0","0","0","﻿"
"354","jr2wu","1","1","1","20","24","MALE","RIGHT_H","2","on the way to the cottage","on the way to the cottage","25","25","25","100.03473428273706","8.336227856894755","0","0","1","0","0","2.879","168","0","0","0","0","0","0","0","0","0","﻿"
"454","jr2wu","1","1","1","20","24","MALE","RIGHT_H","3","this camera takes nice photographs","this camera takes nice photographs","34","34","34","95.93023255813952","7.9941860465116275","0","0","1","0","0","4.128","224","0","0","0","0","0","0","0","0","0","﻿"
"554","jr2wu","1","1","1","20","24","MALE","RIGHT_H","4","my mother makes good cookies","my mother makes good cookies","28","28","28","79.88165680473372","6.65680473372781","0","0","1","0","0","4.056","175","0","0","0","0","0","0","0","0","0","﻿"
"654","jr2wu","1","1","1","20","24","MALE","RIGHT_H","5","the laser printer is jammed","the laser printer is jammed","27","27","27","97.9899497487437","8.165829145728642","0","0","1","0","0","3.184","135","0","0","0","0","0","0","0","0","0","﻿"
"754","jr2wu","1","1","1","20","24","MALE","RIGHT_H","6","dormitory doors are locked at midnight","dormitory doors are locked at midnight","38","38","38","100.52071541770432","8.376726284808694","0","0","1","0","0","4.417","632","0","0","0","0","0","0","0","0","0","﻿"
"854","jr2wu","1","1","1","20","24","MALE","RIGHT_H","7","important for political parties","important for political parties","31","31","31","89.46322067594434","7.455268389662028","0","0","1","0","0","4.024","439","0","0","0","0","0","0","0","0","0","﻿"
"954","jr2wu","1","1","1","20","24","MALE","RIGHT_H","8","i just cannot figure this out","i just cannot figure this out","29","29","29","102.25197808886185","8.52099817407182","0","0","1","0","0","3.286","151","0","0","0","0","0","0","0","0","0","﻿"
"1054","jr2wu","1","1","1","20","24","MALE","RIGHT_H","9","do not walk too quickly","do not walk too quickly","23","23","23","99.1363124295907","8.261359369132558","0","0","1","0","0","2.663","417","0","0","0","0","0","0","0","0","0","﻿"
"1154","jr2wu","1","1","1","20","24","MALE","RIGHT_H","10","luckily my wallet was found","luckily my wallet was found","27","27","29","68.55636123928807","5.713030103274005","0","0","1.0740740740740742","3.571428571428571","3.571428571428571","4.551","296","0","1","1","3.4482758620689653","0.48","10.54713249835201","0","0","0","﻿"
"1254","jr2wu","1","1","1","20","24","MALE","RIGHT_H","11","the imagination of the nation","the imagination of the nation","29","29","29","109.41061543471181","9.117551286225984","0","0","1","0","0","3.071","184","0","0","0","0","0","0","0","0","0","﻿"
"1354","jr2wu","1","1","1","20","24","MALE","RIGHT_H","12","the cream rises to the top","the cream rises to the top","26","26","26","100.26737967914438","8.355614973262032","0","0","1","0","0","2.992","126","0","0","0","0","0","0","0","0","0","﻿"
"1454","jr2wu","1","1","1","20","24","MALE","RIGHT_H","13","try to enjoy your maternity leave","try to enjoy your maternity leave","33","33","33","92.1084192852003","7.675701607100025","0","0","1","0","0","4.169","215","0","0","0","0","0","0","0","0","0","﻿"
"1554","jr2wu","1","1","1","20","24","MALE","RIGHT_H","14","he underwent triple bypass surgery","he underwent triple bypass surgery","34","34","34","78.60262008733625","6.550218340611353","0","0","1","0","0","5.038","224","0","0","0","0","0","0","0","0","0","﻿"
"1654","jr2wu","1","1","1","20","24","MALE","RIGHT_H","15","you must make an appointment","you must make an appointment","28","28","28","77.88461538461539","6.490384615384615","0","0","1","0","0","4.16","577","0","0","0","0","0","0","0","0","0","﻿"
"1754","jr2wu","1","1","1","20","24","MALE","RIGHT_H","16","make up a few more phrases","make up a few more phrases","26","26","34","68.4150513112885","5.701254275940707","0","0","1.3076923076923077","13.333333333333334","13.333333333333334","4.385","734","0","4","4","11.76470588235294","0.912","20.798175598631698","0","0","0","﻿"
"1854","jr2wu","1","1","1","20","24","MALE","RIGHT_H","17","so you think you deserve a raise","so you think you deserve a raise","32","32","32","101.52838427947597","8.460698689956331","0","0","1","0","0","3.664","624","0","0","0","0","0","0","0","0","0","﻿"
"1954","jr2wu","1","1","1","20","24","MALE","RIGHT_H","18","spill coffee on the carpet","spill coffee on the carpet","26","26","26","106.26992561105206","8.855827134254339","0","0","1","0","0","2.823","295","0","0","0","0","0","0","0","0","0","﻿"
"2054","jr2wu","1","1","1","20","24","MALE","RIGHT_H","19","drugs should be avoided","drugs should be avoided","23","23","23","100.30395136778114","8.358662613981762","0","0","1","0","0","2.632","846","0","0","0","0","0","0","0","0","0","﻿"
"2154","jr2wu","1","1","1","20","24","MALE","RIGHT_H","20","accompanied by an adult","accompanied by an adult","23","23","23","99.39759036144576","8.283132530120481","0","0","1","0","0","2.656","559","0","0","0","0","0","0","0","0","0","﻿"
"264","jr2wu","1","1","2","20","24","MALE","RIGHT_H","1","give me one spoonful of coffee","give me one spoonful of coffee","30","30","32","71.57548334018922","5.964623611682435","0","0","1.0666666666666667","3.225806451612903","3.225806451612903","4.862","239","0","1","1","3.125","0.584","12.011517893870835","0","0","0","﻿"
"355","jr2wu","1","1","2","20","24","MALE","RIGHT_H","2","a quarter of a century","a quarter of a century","22","22","22","86.30136986301369","7.191780821917808","0","0","1","0","0","2.92","496","0","0","0","0","0","0","0","0","0","﻿"
"455","jr2wu","1","1","2","20","24","MALE","RIGHT_H","3","a fox is a very smart animal","a fox is a very smart animal","28","28","28","77.7537796976242","6.479481641468682","0","0","1","0","0","4.167","200","0","0","0","0","0","0","0","0","0","﻿"
"555","jr2wu","1","1","2","20","24","MALE","RIGHT_H","4","i spilled coffee on the carpet","i spilled coffee on the carpet","30","30","32","81.30841121495327","6.775700934579439","0","0","1.0666666666666667","3.225806451612903","3.225806451612903","4.28","206","0","1","1","3.125","0.311","7.266355140186915","0","0","0","﻿"
"655","jr2wu","1","1","2","20","24","MALE","RIGHT_H","5","february has an extra day","february has an extra day","25","25","25","104.31003259688518","8.692502716407098","0","0","1","0","0","2.761","288","0","0","0","0","0","0","0","0","0","﻿"
"755","jr2wu","1","1","2","20","24","MALE","RIGHT_H","6","we drive on parkways","we drive on parkways","20","20","20","87.18929254302103","7.2657743785850855","0","0","1","0","0","2.615","440","0","0","0","0","0","0","0","0","0","﻿"
"855","jr2wu","1","1","2","20","24","MALE","RIGHT_H","7","we run the risk of failure","we run the risk of failure","26","26","26","119.09487892020641","9.924573243350535","0","0","1","0","0","2.519","282","0","0","0","0","0","0","0","0","0","﻿"
"955","jr2wu","1","1","2","20","24","MALE","RIGHT_H","8","the picket line gives me the chills","the picket line gives me the chills","35","35","35","96.22641509433961","8.018867924528301","0","0","1","0","0","4.24","399","0","0","0","0","0","0","0","0","0","﻿"
"1055","jr2wu","1","1","2","20","24","MALE","RIGHT_H","9","physics and chemistry are hard","physics and chemistry are hard","30","30","30","111.86113789778207","9.321761491481839","0","0","1","0","0","3.111","919","0","0","0","0","0","0","0","0","0","﻿"
"1155","jr2wu","1","1","2","20","24","MALE","RIGHT_H","10","a touchdown in the last minute","a touchdown in the last minute","30","30","30","111.53846153846152","9.294871794871794","0","0","1","0","0","3.12","343","0","0","0","0","0","0","0","0","0","﻿"
"1255","jr2wu","1","1","2","20","24","MALE","RIGHT_H","11","they love to yap about nothing","they love to yap about nothing","30","30","40","56.12903225806452","4.67741935483871","0","0","1.3333333333333333","0","0","6.2","160","1","0","1","2.5","2.696","43.483870967741936","0","0","0","﻿"
"1355","jr2wu","1","1","2","20","24","MALE","RIGHT_H","12","we better investigate this","we better investigate this","26","26","26","101.35135135135135","8.445945945945946","0","0","1","0","0","2.96","608","0","0","0","0","0","0","0","0","0","﻿"
"1455","jr2wu","1","1","2","20","24","MALE","RIGHT_H","13","we went grocery shopping","we went grocery shopping","24","24","24","87.59124087591242","7.299270072992702","0","0","1","0","0","3.151","775","0","0","0","0","0","0","0","0","0","﻿"
"1555","jr2wu","1","1","2","20","24","MALE","RIGHT_H","14","a little encouragement is needed","a little encouragement is needed","32","32","32","82.41027913159061","6.867523260965884","0","0","1","0","0","4.514","519","0","0","0","0","0","0","0","0","0","﻿"
"1655","jr2wu","1","1","2","20","24","MALE","RIGHT_H","15","a big scratch on the tabletop","a big scratch on the tabletop","29","29","29","76.88787185354691","6.407322654462242","0","0","1","0","0","4.37","556","0","0","0","0","0","0","0","0","0","﻿"
"1755","jr2wu","1","1","2","20","24","MALE","RIGHT_H","16","seasoned golfers love the game","seasoned golfers love the game","30","30","30","80.25830258302582","6.688191881918819","0","0","1","0","0","4.336","263","0","0","0","0","0","0","0","0","0","﻿"
"1855","jr2wu","1","1","2","20","24","MALE","RIGHT_H","17","space is a high priority","space is a high priority","24","24","24","84.97536945812809","7.08128078817734","0","0","1","0","0","3.248","607","0","0","0","0","0","0","0","0","0","﻿"
"1955","jr2wu","1","1","2","20","24","MALE","RIGHT_H","18","mom made her a turtleneck","mom made her a turtleneck","25","25","25","85.73980351295029","7.14498362607919","0","0","1","0","0","3.359","560","0","0","0","0","0","0","0","0","0","﻿"
"2055","jr2wu","1","1","2","20","24","MALE","RIGHT_H","19","reading week is just about here","reading week is just about here","31","31","31","89.13097301312206","7.427581084426839","0","0","1","0","0","4.039","575","0","0","0","0","0","0","0","0","0","﻿"
"2155","jr2wu","1","1","2","20","24","MALE","RIGHT_H","20","teaching services will help","teaching services will help","27","27","27","80.43310131477185","6.702758442897654","0","0","1","0","0","3.879","681","0","0","0","0","0","0","0","0","0","﻿"
"265","jr2wu","1","1","3","20","24","MALE","RIGHT_H","1","can we play cards tonight","can we play cards tonight","25","25","25","83.96501457725947","6.997084548104956","0","0","1","0","0","3.43","152","0","0","0","0","0","0","0","0","0","﻿"
"356","jr2wu","1","1","3","20","24","MALE","RIGHT_H","2","take a coffee break","take a coffee break","19","19","19","83.07692307692307","6.9230769230769225","0","0","1","0","0","2.6","400","0","0","0","0","0","0","0","0","0","﻿"
"456","jr2wu","1","1","3","20","24","MALE","RIGHT_H","3","this system of taxation","this system of taxation","23","23","23","92.99048960901726","7.749207467418105","0","0","1","0","0","2.839","513","0","0","0","0","0","0","0","0","0","﻿"
"556","jr2wu","1","1","3","20","24","MALE","RIGHT_H","4","this camera takes nice photographs","this camera takes nice photographs","34","34","34","89.857045609258","7.488087134104833","0","0","1","0","0","4.407","168","0","0","0","0","0","0","0","0","0","﻿"
"656","jr2wu","1","1","3","20","24","MALE","RIGHT_H","5","file all complaints in writing","file all complaints in writing","30","30","30","83.85542168674698","6.987951807228915","0","0","1","0","0","4.15","519","0","0","0","0","0","0","0","0","0","﻿"
"756","jr2wu","1","1","3","20","24","MALE","RIGHT_H","6","important for political parties","important for political parties","31","31","31","79.7695546199867","6.647462884998892","0","0","1","0","0","4.513","263","0","0","0","0","0","0","0","0","0","﻿"
"856","jr2wu","1","1","3","20","24","MALE","RIGHT_H","7","zero in on the facts","zero in on the facts","20","20","20","26.24309392265193","2.1869244935543275","0","0","1","0","0","8.688","368","0","0","0","0","0","0","0","0","0","﻿"
"956","jr2wu","1","1","3","20","24","MALE","RIGHT_H","8","hands on experience with a job","hands on experience with a job","30","30","30","34.24859757897845","2.854049798248204","0","0","1","0","0","10.161","255","0","0","0","0","0","0","0","0","0","﻿"
"1056","jr2wu","1","1","3","20","24","MALE","RIGHT_H","9","do you get nervous when you speak","do you get nervous when you speak","33","33","35","39.083969465648856","3.256997455470738","0","0","1.0606060606060606","2.941176470588235","2.941176470588235","9.825","184","0","1","1","2.857142857142857","0.381","3.8778625954198476","0","0","0","﻿"
"1156","jr2wu","1","1","3","20","24","MALE","RIGHT_H","10","always cover all the bases","always cover all the bases","26","26","28","44.06580493537015","3.672150411280846","0","0","1.0769230769230769","3.7037037037037033","3.7037037037037033","6.808","472","0","1","1","3.571428571428571","0.328","4.81786133960047","0","0","0","﻿"
"1256","jr2wu","1","1","3","20","24","MALE","RIGHT_H","11","the world is a stage","the world is a stage","20","20","20","46.721311475409834","3.8934426229508197","0","0","1","0","0","4.88","592","0","0","0","0","0","0","0","0","0","﻿"
"1356","jr2wu","1","1","3","20","24","MALE","RIGHT_H","12","not quite so smart as you think","not quite so smart as you think","31","31","33","44.0852314474651","3.673769287288758","0","0","1.064516129032258","3.125","3.125","8.166","463","0","1","1","3.0303030303030303","0.615","7.531227038941954","0","0","0","﻿"
